,Unnamed: 0,Created_At,Tweets,Clean_Data,Tweet_Normal,Tanpa_StopWords,Stemming,Bobot,Label,Sentimen
510,510,2021-12-26 01:23:16+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/JfMV33o0m1 https://t.co/cywVY38U6F,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
511,511,2021-12-26 01:19:03+00:00,@jncyin ada promo berapa % di shopeefood hari ini?,ada promo berapa di shopeefood hari ini,ada promo berapa di shopeefood hari ini,promo shopeefood,"['promo', 'shopeefood']",3,positive,2.0
512,512,2021-12-26 01:18:40+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/jbFdm4Dpgm https://t.co/SlHYxtnT4A,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
513,513,2021-12-26 01:17:37+00:00,Siap2 ah nnti kejar promo shopeefood lg😜,siap ah nnti kejar promo shopeefood lg,siap ah nnti kejar promo shopeefood lagi,ah nnti kejar promo shopeefood,"['ah', 'nnti', 'kejar', 'promo', 'shopeefood']",0,neutral,2.0
514,514,2021-12-26 01:10:55+00:00,@SeputarMalang yuk bergabung untuk menjadi mitra shopee food caranya mudah loh tinggal input di link pendaftaran… https://t.co/rnSKzDLzpj,yuk bergabung untuk menjadi mitra shopee food caranya mudah loh tinggal input di link pendaftaran,yuk bergabung untuk menjadi mitra shopee food caranya mudah loh tinggal input di link pendaftaran,yuk bergabung mitra shopee food mudah tinggal input link pendaftaran,"['yuk', 'gabung', 'mitra', 'shopee', 'food', 'mudah', 'tinggal', 'input', 'link', 'daftar']",7,positive,2.0
515,515,2021-12-26 01:02:07+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/VmKsu7oBlp https://t.co/eeVrhO2RqU,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
516,516,2021-12-26 01:00:59+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/PVdO04ptMi https://t.co/MojwAs5Du8,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
517,517,2021-12-26 00:55:05+00:00,"Cape banget sama driver shopeefood, mau kirim makan ke temen tak suruh bilang aja dr pacar seokjin malah begini bal… https://t.co/RAN3e7uO3v",cape banget sama driver shopeefood mau kirim makan ke temen tak suruh bilang aja dr pacar seokjin malah begini bal,capek banget sama driver shopeefood mau kirim makan ke teman tidak suruh bilang aja dari pacar seokjin malah begini bal,capek banget driver shopeefood kirim makan teman suruh pacar seokjin bal,"['capek', 'banget', 'driver', 'shopeefood', 'kirim', 'makan', 'teman', 'suruh', 'pacar', 'seokjin', 'bal']",8,positive,2.0
518,518,2021-12-26 00:53:37+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/Q4xoLwdoy5 https://t.co/Ccj7DeEZqs,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
519,519,2021-12-26 00:50:24+00:00,"@evidiani @rezato_ @butterflyyyyy02 @shabishabigurl @ayukristiantar1 @FOODFESS2 ada ko mba di shopeefood, saya jg tangerang btw hehe",ada ko mba di shopeefood saya jg tangerang btw hehe,ada kok mba di shopeefood saya juga tangerang ngomong-ngomong hehe,mba shopeefood tangerang ngomong-ngomong,"['mba', 'shopeefood', 'tangerang', 'ngomong-ngomong']",0,neutral,2.0
520,520,2021-12-26 00:32:43+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/JQgYxp96GS https://t.co/BSyzDSzVKK,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
521,521,2021-12-26 00:26:41+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/JQgYxp96GS https://t.co/DXxyJGwLcM,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
522,522,2021-12-26 00:25:16+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/RbYxwxsmCd https://t.co/RNhX7BvD2P,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
523,523,2021-12-26 00:24:08+00:00,@rezato_ @butterflyyyyy02 @shabishabigurl @ayukristiantar1 @FOODFESS2 Serius kfc gada di shopeefood? Aku tangerang sih,serius kfc gada di shopeefood aku tangerang sih,serius kfc tidak ada di shopeefood saya tangerang sih,serius kfc shopeefood tangerang,"['serius', 'kfc', 'shopeefood', 'tangerang']",-5,negative,0.0
524,524,2021-12-25 23:56:09+00:00,"Gais join dong, biar gw bisa dpt voucher  sopipud HAHAHAH

Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/9zXvnxk2aW",gais join dong biar gw bisa dpt voucher sopipud hahahah share amp makan gratis bareng teman di shopeefood,gais join dong biar saya bisa dapat voucher sopipud hahahah bagikan amp makan gratis bersama teman di shopeefood,gais join voucher sopipud hahahah bagikan makan gratis teman shopeefood,"['gais', 'join', 'voucher', 'sopipud', 'hahahah', 'bagi', 'makan', 'gratis', 'teman', 'shopeefood']",11,positive,2.0
525,525,2021-12-25 23:52:14+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/mJW7U0nQ3e https://t.co/jftGiiTHVV,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
526,526,2021-12-25 23:26:26+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/QqsbYo0ElW,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
527,527,2021-12-25 23:25:36+00:00,"RT @BearBobba: BEAR BOBBA LOWOKWARU/BLIMBING
@infomalang
#pasarmingguinfomalang 

📶https://t.co/vC8weM4ZSz

🚲 50% Disc ShopeeFood, GoFood &amp;…",rt bear bobba lowokwarublimbing disc shopeefood gofood amp,rt bear bobba lowokwarublimbing disc shopeefood gofood amp,bear bobba lowokwarublimbing disc shopeefood gofood,"['bear', 'bobba', 'lowokwarublimbing', 'disc', 'shopeefood', 'gofood']",0,neutral,1.0
528,528,2021-12-25 23:19:17+00:00,Dapet do'a dari pak driver shopeefood aja udh bikin mewek pagi2 gini 😭😭😭 https://t.co/YDsW8EzLoW,dapet do dari pak driver shopeefood aja udh bikin mewek pagi gini,dapat do dari bapak driver shopeefood aja sudah bikin mewek pagi begini,do driver shopeefood mewek pagi,"['do', 'driver', 'shopeefood', 'mewek', 'pagi']",-4,negative,0.0
529,529,2021-12-25 23:02:14+00:00,RT @R1zal12: @FahmiHerbal Mohon bantu rt nya. Baru merintis. Udh ada juga di shopeefood https://t.co/btmCorzUoA,rt mohon bantu rt nya baru merintis udh ada juga di shopeefood,rt mohon bantu rt nya baru merintis sudah ada juga di shopeefood,mohon bantu merintis shopeefood,"['mohon', 'bantu', 'rintis', 'shopeefood']",7,positive,2.0
530,530,2021-12-25 23:00:22+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/o0YIrMxPcW,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
531,531,2021-12-25 22:59:02+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/1Faj67a9yv https://t.co/TiI0rjWCJO,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
532,532,2021-12-25 22:41:54+00:00,@RacunBelanja Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/js63eClTsI,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
533,533,2021-12-25 22:41:31+00:00,@RacunBelanja Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/js63eClTsI,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
534,534,2021-12-25 22:37:06+00:00,"@shopeefood_id Salahh min, yg ada hbs gajian ludes buat bayar shopeepaylater dan shopeepinjam....wkwkwk🤣🤣🤣",id salahh min yg ada hbs gajian ludes buat bayar shopeepaylater dan shopeepinjamwkwkwk,id salahh minimal yang ada hbs gajian habis buat bayar shopeepaylater dan shopeepinjamwkwkwk,id salahh minimal hbs gajian habis bayar shopeepaylater shopeepinjamwkwkwk,"['id', 'salahh', 'minimal', 'hbs', 'gaji', 'habis', 'bayar', 'shopeepaylater', 'shopeepinjamwkwkwk']",1,positive,2.0
535,535,2021-12-25 22:26:05+00:00,"Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/yTZ9nyLmA1
#shopee #putrimarino #SnowdropEp4 https://t.co/ARpUB6SR5r",share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
536,536,2021-12-25 22:23:53+00:00,"Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/yTZ9nyLmA1
#shopee https://t.co/Nzby6hPwtM",share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
537,537,2021-12-25 22:05:41+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood #Shopee #ShopeeFood #ShopeePay #ShopeePayDay… https://t.co/ZrR6QoqTsX,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
538,538,2021-12-25 22:00:01+00:00,"Diskon ShopeeFood 100% min. Pembelian 20RB maks 20RB

Klain jam 11.00
Link: https://t.co/zxoyKUIlVM https://t.co/Wzcs4RZh8X",diskon shopeefood min pembelian rb maks rb klain jam link,potongan harga shopeefood minimal pembelian rb maksimal rb klain jam link,potongan harga shopeefood minimal pembelian rb maksimal rb klain jam link,"['potong', 'harga', 'shopeefood', 'minimal', 'beli', 'rb', 'maksimal', 'rb', 'klain', 'jam', 'link']",3,positive,2.0
539,539,2021-12-25 20:14:24+00:00,mesen shopeefood terus ketiduran jam 3 pagi. emg bagus cia👍🏼,mesen shopeefood terus ketiduran jam pagi emg bagus cia, pesan shopeefood terus ketiduran jam pagi emang bagus cia,pesan shopeefood ketiduran jam pagi emang bagus cia,"['pesan', 'shopeefood', 'tidur', 'jam', 'pagi', 'emang', 'bagus', 'cia']",8,positive,2.0
540,540,2021-12-25 19:21:09+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/JugYTbPIkD https://t.co/CSJy2hyi5E,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
541,541,2021-12-25 19:19:32+00:00,"Driver shopeefood mbok kalau kerja itu pacarnya ditinggal dulu. Udah 2x dpt driver boncengan sama pacarnya, pacarny… https://t.co/tTomMJAobL",driver shopeefood mbok kalau kerja itu pacarnya ditinggal dulu udah x dpt driver boncengan sama pacarnya pacarny,driver shopeefood mbok kalau kerja itu pacarnya ditinggal dulu sudah kali dapat driver boncengan sama pacarnya pacarny,driver shopeefood mbok kerja pacarnya ditinggal kali driver boncengan pacarnya pacarny,"['driver', 'shopeefood', 'mbok', 'kerja', 'pacar', 'tinggal', 'kali', 'driver', 'bonceng', 'pacar', 'pacarny']",7,positive,2.0
542,542,2021-12-25 19:12:04+00:00,Bete bgt sama shopeefood dibatalin 3x 🔪,bete bgt sama shopeefood dibatalin x,bete begitu sama shopeefood dibatalin kali,bete shopeefood dibatalin kali,"['bete', 'shopeefood', 'dibatalin', 'kali']",-5,negative,0.0
543,543,2021-12-25 19:03:34+00:00,@GAHunterFess mau dong nder lumayan buat tambahan shopeefood anak kost nih @taebigwinx,mau dong nder lumayan buat tambahan shopeefood anak kost nih,mau dong nder lumayan buat tambahan shopeefood anak kost ini,nder lumayan tambahan shopeefood anak kost,"['nder', 'lumayan', 'tambah', 'shopeefood', 'anak', 'kost']",1,positive,2.0
544,544,2021-12-25 18:54:16+00:00,Baiklah lumayan buat shopeefood atau shopee diskon 1.1 https://t.co/Q979kdJFSl,baiklah lumayan buat shopeefood atau shopee diskon,baiklah lumayan buat shopeefood atau shopee potongan harga,baiklah lumayan shopeefood shopee potongan harga,"['baik', 'lumayan', 'shopeefood', 'shopee', 'potong', 'harga']",5,positive,2.0
545,545,2021-12-25 18:49:00+00:00,"@FOODFESS2 Nay, soalnya lagi banyak promo gofood/grabfood/shopeefood 😂🤣",nay soalnya lagi banyak promo gofoodgrabfoodshopeefood,nay soalnya lagi banyak promo gofoodgrabfoodshopeefood,nay promo gofoodgrabfoodshopeefood,"['nay', 'promo', 'gofoodgrabfoodshopeefood']",3,positive,2.0
546,546,2021-12-25 18:38:41+00:00,"Boleh tahan shopeefood punye bayar. 1 trip Rm 5, kalau peak hour dapat tambahan Rm 2. Kalau seharian lebih 5 kali h… https://t.co/woQPhnem2e",boleh tahan shopeefood punye bayar trip rm kalau peak hour dapat tambahan rm kalau seharian lebih kali,boleh tahan shopeefood punye bayar trip rm kalau peak hour dapat tambahan rm kalau seharian lebih kali,tahan shopeefood punye bayar trip rm peak hour tambahan rm seharian kali,"['tahan', 'shopeefood', 'punye', 'bayar', 'trip', 'rm', 'peak', 'hour', 'tambah', 'rm', 'hari', 'kali']",5,positive,2.0
547,547,2021-12-25 18:25:49+00:00,"Yang mau beli gofood, grabfood, shopeefood, beli ke CATERING SOLEHA AJAA 👍 yang ada di daerah jaksel dan sekitarnya… https://t.co/mUTkYhCesS",yang mau beli gofood grabfood shopeefood beli ke catering soleha ajaa yang ada di daerah jaksel dan sekitarnya,yang mau beli gofood grabfood shopeefood beli ke catering soleha aja yang ada di daerah jaksel dan sekitarnya,beli gofood grabfood shopeefood beli catering soleha daerah jaksel,"['beli', 'gofood', 'grabfood', 'shopeefood', 'beli', 'catering', 'soleha', 'daerah', 'jaksel']",7,positive,2.0
548,548,2021-12-25 18:11:04+00:00,RT @darkjoke007: @gugusgemilang @Strategi_Bisnis Aku buka shopee untuk shopeefood doang… kalau belanja sehari2 tokped feel better,rt bisnis aku buka shopee untuk shopeefood doang kalau belanja sehari tokped feel better,rt bisnis saya buka shopee untuk shopeefood saja kalau belanja sehari tokped feel better,bisnis buka shopee shopeefood belanja sehari tokped feel better,"['bisnis', 'buka', 'shopee', 'shopeefood', 'belanja', 'hari', 'tokped', 'feel', 'better']",10,positive,2.0
549,549,2021-12-25 17:53:48+00:00,"@_friedtofu728 Hahaha 😭😂 Kalau tinggal dekat lembah klang &amp; dekat dengan walls punya seller, dekat shopeefood boleh… https://t.co/EoIQ9IhWMC",friedtofu hahaha kalau tinggal dekat lembah klang amp dekat dengan walls punya seller dekat shopeefood boleh,friedtofu hahaha kalau tinggal dekat lembah klang amp dekat dengan walls punya seller dekat shopeefood boleh,friedtofu hahaha tinggal lembah klang walls seller shopeefood,"['friedtofu', 'hahaha', 'tinggal', 'lembah', 'klang', 'walls', 'seller', 'shopeefood']",1,positive,2.0
550,550,2021-12-25 17:47:20+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/Aljec2aSmK https://t.co/TqBVVpyelg,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
551,551,2021-12-25 17:37:25+00:00,"BEAR BOBBA LOWOKWARU/BLIMBING
@infomalang
#pasarmingguinfomalang 

📶https://t.co/vC8weM4ZSz

🚲 50% Disc ShopeeFood,… https://t.co/Zhyn2FSzks",bear bobba lowokwarublimbing disc shopeefood,bear bobba lowokwarublimbing disc shopeefood,bear bobba lowokwarublimbing disc shopeefood,"['bear', 'bobba', 'lowokwarublimbing', 'disc', 'shopeefood']",0,neutral,1.0
552,552,2021-12-25 17:36:22+00:00,"sumpah loh, shopeefood tuh mempertemukan teman lama yg udh lost contact jd bertemu lagi wkwk kmrn Danu yg dtg ke ru… https://t.co/HLKwVQYFsL",sumpah loh shopeefood tuh mempertemukan teman lama yg udh lost contact jd bertemu lagi wkwk kmrn danu yg dtg ke ru,sumpah loh shopeefood  itu mempertemukan teman lama yang sudah lost contact jadi bertemu lagi wkwk kemarin danu yang datang ke ru,sumpah shopeefood mempertemukan teman lost contact bertemu wkwk kemarin danu ru,"['sumpah', 'shopeefood', 'temu', 'teman', 'lost', 'contact', 'temu', 'wkwk', 'kemarin', 'danu', 'ru']",4,positive,2.0
553,553,2021-12-25 17:31:54+00:00,#shopee Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/YwROFpAGSE https://t.co/mYeKjB0Qpf,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
554,554,2021-12-25 17:27:33+00:00,"Pesen shopeefood pas lagi jalan pulang, pas gua mau sampe rumah liat 2 driver iring""an langsung gua berentiin dijal… https://t.co/7TEyiC9OdO",pesen shopeefood pas lagi jalan pulang pas gua mau sampe rumah liat driver iringan langsung gua berentiin dijal,pesan shopeefood pas lagi jalan pulang pas saya mau sampai rumah lihat driver iringan langsung saya berentiin dijal,pesan shopeefood pas jalan pulang pas rumah lihat driver iringan langsung berentiin dijal,"['pesan', 'shopeefood', 'pas', 'jalan', 'pulang', 'pas', 'rumah', 'lihat', 'driver', 'iring', 'langsung', 'berentiin', 'dijal']",17,positive,2.0
555,555,2021-12-25 17:21:44+00:00,"@Soobatreceh Abang shopeefood kenapa lucu2 bgt dah wkwk wkt itu beli pecel ayam, abangnya minta maaf gbs masuk ke r… https://t.co/1Wnf8nlObf",abang shopeefood kenapa lucu bgt dah wkwk wkt itu beli pecel ayam abangnya minta maaf gbs masuk ke,abang shopeefood kenapa lucu begitu sudah wkwk waktu itu beli pecel ayam abangnya minta maaf gbs masuk ke,abang shopeefood lucu wkwk beli pecel ayam abangnya maaf gbs masuk,"['abang', 'shopeefood', 'lucu', 'wkwk', 'beli', 'pecel', 'ayam', 'abang', 'maaf', 'gbs', 'masuk']",2,positive,2.0
556,556,2021-12-25 17:16:49+00:00,@orangpentingggg Mau buka shopeefood maju mundur :'(,mau buka shopeefood maju mundur,mau buka shopeefood maju mundur,buka shopeefood maju mundur,"['buka', 'shopeefood', 'maju', 'mundur']",3,positive,2.0
557,557,2021-12-25 17:14:01+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/DePmiwzNTF,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
558,558,2021-12-25 17:13:33+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/khG6tL1Wug,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
559,559,2021-12-25 17:11:36+00:00,"btw tadi gue liat liat harga seafood di shopeefood lagi diskon 70% 
tapi kakak gue yg pertama udah tidur, which is… https://t.co/PWI9LNOaQl",btw tadi gue liat liat harga seafood di shopeefood lagi diskon tapi kakak gue yg pertama udah tidur which is,ngomong-ngomong tadi saya lihat lihat harga seafood di shopeefood lagi potongan harga tapi kakak saya yang pertama sudah tidur which is,ngomong-ngomong lihat lihat harga seafood shopeefood potongan harga kakak tidur which is,"['ngomong-ngomong', 'lihat', 'lihat', 'harga', 'seafood', 'shopeefood', 'potong', 'harga', 'kakak', 'tidur', 'which', 'is']",13,positive,2.0
560,560,2021-12-25 17:04:52+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/DuEGJsPEGz https://t.co/7IEc6aBtbD,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
561,561,2021-12-25 17:04:15+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/VmKsu7oBlp https://t.co/ZlJBp4GTXB,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
562,562,2021-12-25 17:02:10+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/U2az3MjlIX https://t.co/kBfTV0whI0,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
563,563,2021-12-25 16:41:06+00:00,"kalo gatau kan bisa bls chat gitu, pas ditelpon baru ngomong 'pak posisi dimana?' langsung main dimatiin sepihak. k… https://t.co/qBBcyIhZGX",kalo gatau kan bisa bls chat gitu pas ditelpon baru ngomong pak posisi dimana langsung main dimatiin sepihak,kalau tidak tahu kan bisa balas chat begitu pas ditelpon baru bicara bapak posisi dimana langsung main dimatikan sepihak,balas chat pas ditelpon bicara posisi dimana langsung main dimatikan,"['balas', 'chat', 'pas', 'telpon', 'bicara', 'posisi', 'mana', 'langsung', 'main', 'mati']",16,positive,2.0
564,564,2021-12-25 16:38:11+00:00,"sumpah mau marah sama driver shopeefood. di chat ga dibaca alhasil kesasar, minta fotoin posisi biar aku nyamperin… https://t.co/XLIeu20drg",sumpah mau marah sama driver shopeefood di chat ga dibaca alhasil kesasar minta fotoin posisi biar aku nyamperin,sumpah mau marah sama driver shopeefood di chat tidak dibaca alhasil kesasar minta fotoin posisi biar saya nyamperin,sumpah marah driver shopeefood chat dibaca alhasil kesasar fotoin posisi nyamperin,"['sumpah', 'marah', 'driver', 'shopeefood', 'chat', 'baca', 'alhasil', 'kesasar', 'fotoin', 'posisi', 'nyamperin']",4,positive,2.0
565,565,2021-12-25 16:36:20+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/LxfeeDaMVg,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
566,566,2021-12-25 16:35:29+00:00,"@bihalhal @shopeefood_id betul, minimal jadi 20k ajaa 😁",id betul minimal jadi k ajaa,id betul minimal jadi ke aja,id minimal,"['id', 'minimal']",-3,negative,0.0
567,567,2021-12-25 16:33:14+00:00,"@physicarm @bogorfess_ Itu yaa, kayaknya yg sejejeran sama alfamidi deh setelah bukit asri

Aku pakenya grabfood, d… https://t.co/sPD5tJkYYX",itu yaa kayaknya yg sejejeran sama alfamidi deh setelah bukit asri aku pakenya grabfood,itu ya sepertinya yang sejejeran sama alfamidi deh setelah bukit asri saya pakenya grabfood,sejejeran alfamidi deh bukit asri pakenya grabfood,"['jejer', 'alfamidi', 'deh', 'bukit', 'asri', 'pakenya', 'grabfood']",4,positive,2.0
568,568,2021-12-25 16:32:23+00:00,"Shopee food penyelamat di tgl2 tua.
Thnks @shopeefood 

Buat gofood belajrlah dr shopeefood, klw promo ya bneran pr… https://t.co/383UdcHOeq",shopee food penyelamat di tgl tua thnks buat gofood belajrlah dr shopeefood klw promo ya bneran pr,shopee food penyelamat di tgl tua thnks buat gofood belajrlah dari shopeefood kalau promo ya bneran para,shopee food penyelamat tgl tua thnks gofood belajrlah shopeefood promo bneran,"['shopee', 'food', 'selamat', 'tgl', 'tua', 'thnks', 'gofood', 'belajrlah', 'shopeefood', 'promo', 'bneran']",4,positive,2.0
569,569,2021-12-25 16:31:40+00:00,LOHH KOK DISKON 60% SHOPEEFOOD GAADA LAGI,lohh kok diskon shopeefood gaada lagi,lohh kok potongan harga shopeefood tidak ada lagi,lohh potongan harga shopeefood,"['lohh', 'potong', 'harga', 'shopeefood']",1,positive,2.0
570,570,2021-12-25 16:28:21+00:00,"@nafiahk @bogorfess_ mjb, ciomas dimananya ya ka? terus available di gofood atau shopeefood ga?",mjb ciomas dimananya ya ka terus available di gofood atau shopeefood ga,mjb ciomas dimananya ya ka terus available di gofood atau shopeefood tidak,mjb ciomas dimananya ka available gofood shopeefood,"['mjb', 'ciomas', 'mana', 'ka', 'available', 'gofood', 'shopeefood']",0,neutral,1.0
571,571,2021-12-25 16:26:45+00:00,@indarkswetrust Mayanlah buat beli shopeefood tengah malem,mayanlah buat beli shopeefood tengah malem,mayanlah buat beli shopeefood tengah malem,mayanlah beli shopeefood malem,"['mayanlah', 'beli', 'shopeefood', 'malem']",1,positive,2.0
572,572,2021-12-25 16:21:02+00:00,Hallo @McDonalds_ID bisa ga kalo delivery lewat ojol dikasih paperbag yg bisa digantung dimotor gitu??? Kasian aban… https://t.co/vYT0ijRahN,hallo id bisa ga kalo delivery lewat ojol dikasih paperbag yg bisa digantung dimotor gitu kasian aban,halo id bisa tidak kalau delivery lewat ojek online dikasih paperbag yang bisa digantung dimotor begitu kasihan aban,halo id delivery ojek online dikasih paperbag digantung dimotor kasihan aban,"['halo', 'id', 'delivery', 'ojek', 'online', 'kasih', 'paperbag', 'gantung', 'motor', 'kasihan', 'aban']",4,positive,2.0
573,573,2021-12-25 16:18:03+00:00,@ririnmrln udah banyak tau sekarang pilihan resto yg dkt di go/grab/shopeefood,udah banyak tau sekarang pilihan resto yg dkt di gograbshopeefood,sudah banyak tahu sekarang pilihan resto yang dkt di gograbshopeefood,pilihan resto dkt gograbshopeefood,"['pilih', 'resto', 'dkt', 'gograbshopeefood']",-2,negative,0.0
