,Tweets,Case_Folding,Clean_Data,Tweet_Normal,Tanpa_StopWords,Stemming,Sentimen,Label
3987,SUSAH BGT CARI DRIVER SHOPEEFOOD HUHUHUHU,susah bgt cari driver shopeefood huhuhuhu,susah bgt cari driver shopeefood huhuhuhu,susah begitu cari driver shopeefood huhuhuhu,susah cari driver shopeefood huhuhuhu,"['susah', 'cari', 'driver', 'shopeefood', 'huhuhuhu']",0,negatif
3988,giliran 11.11 gini pada susah bnget driver shopeefood.. 😭😭 hiks,giliran 11.11 gini pada susah bnget driver shopeefood.. 😭😭 hiks,giliran gini pada susah bnget driver shopeefood hiks,giliran begini pada susah banget driver shopeefood hiks,giliran susah banget driver shopeefood hiks,"['gilir', 'susah', 'banget', 'driver', 'shopeefood', 'hiks']",0,negatif
3989,Pen colay eh abang2 shopeefood udh otw-_-,pen colay eh abang2 shopeefood udh otw-_-,pen colay eh abang shopeefood udh otw,pen colay eh abang shopeefood sudah otw,colay eh abang shopeefood otw,"['colay', 'eh', 'abang', 'shopeefood', 'otw']",2,netral
3990,driver shopeefood pada kemana yaa??sdh 4x order dibatalkan krn ga nemu driver 😭😭😭 laper banget ampe migrain,driver shopeefood pada kemana yaa??sdh 4x order dibatalkan krn ga nemu driver 😭😭😭 laper banget ampe migrain,driver shopeefood pada kemana yaasdh x order dibatalkan krn ga nemu driver laper banget ampe migrain,driver shopeefood pada kemana yaasdh kali order dibatalkan karena  tidak nemu driver laper banget sampai migrain,driver shopeefood kemana yaasdh kali order dibatalkan nemu driver laper banget migrain,"['driver', 'shopeefood', 'mana', 'yaasdh', 'kali', 'order', 'batal', 'nemu', 'driver', 'laper', 'banget', 'migrain']",0,negatif
3991,"@luvpjmini balik ka, btw shopeefood malem ini kenapa ya? orderan ku gaada yg di comot satu pun😩😩 https://t.co/8XULWstTe6","@luvpjmini balik ka, btw shopeefood malem ini kenapa ya? orderan ku gaada yg di comot satu pun😩😩 https://t.co/8xulwstte6",balik ka btw shopeefood malem ini kenapa ya orderan ku gaada yg di comot satu pun,balik ka ngomong-ngomong shopeefood malem ini kenapa ya orderan ku tidak ada yang di comot satu pun,ka ngomong-ngomong shopeefood malem orderan ku comot,"['ka', 'ngomong-ngomong', 'shopeefood', 'malem', 'order', 'ku', 'comot']",0,negatif
3992,"Sudah terlalu sulit cari driver shopeefood kah? Jgn gitu dong, laper nih🥺","sudah terlalu sulit cari driver shopeefood kah? jgn gitu dong, laper nih🥺",sudah terlalu sulit cari driver shopeefood kah jgn gitu dong laper nih,sudah terlalu sulit cari driver shopeefood kah jangan begitu dong laper ini,sulit cari driver shopeefood kah laper,"['sulit', 'cari', 'driver', 'shopeefood', 'kah', 'laper']",0,negatif
3993,"@sbyfess menahan jari nder aku, lumayan berhasil ga co shopee tp lek shopeefood iyo😂","@sbyfess menahan jari nder aku, lumayan berhasil ga co shopee tp lek shopeefood iyo😂",menahan jari nder aku lumayan berhasil ga co shopee tp lek shopeefood iyo,menahan jari nder saya lumayan berhasil tidak co shopee tapi lek shopeefood iyo,menahan jari nder lumayan berhasil co shopee lek shopeefood iyo,"['tahan', 'jari', 'nder', 'lumayan', 'hasil', 'co', 'shopee', 'lek', 'shopeefood', 'iyo']",1,positif
3994,"mau tanya dong kan aku abis pesen makanan di shopeefood tapi tbtb di batalin sama pihak resto soalnya susah dapet driver, nanti uangnya balik lagi ke shopeepay gak ya?","mau tanya dong kan aku abis pesen makanan di shopeefood tapi tbtb di batalin sama pihak resto soalnya susah dapet driver, nanti uangnya balik lagi ke shopeepay gak ya?",mau tanya dong kan aku abis pesen makanan di shopeefood tapi tbtb di batalin sama pihak resto soalnya susah dapet driver nanti uangnya balik lagi ke shopeepay gak ya,mau tanya dong kan saya habis pesan makanan di shopeefood tapi tiba tiba di batalin sama pihak resto soalnya susah dapat driver nanti uangnya balik lagi ke shopeepay tidak ya,habis pesan makanan shopeefood batalin resto susah driver uangnya shopeepay,"['habis', 'pesan', 'makan', 'shopeefood', 'batalin', 'resto', 'susah', 'driver', 'uang', 'shopeepay']",1,positif
3995,Terima kasih shopeefood dan chatime murah banget😍 https://t.co/fqreEOFvnz,terima kasih shopeefood dan chatime murah banget😍 https://t.co/fqreeofvnz,terima kasih shopeefood dan chatime murah banget,terima kasih shopeefood dan chatime murah banget,terima kasih shopeefood chatime murah banget,"['terima', 'kasih', 'shopeefood', 'chatime', 'murah', 'banget']",1,positif
3996,Makan Gratis Bareng Teman di ShopeeFood https://t.co/9BFqc0vKDb https://t.co/7S0mTkE6Mb,makan gratis bareng teman di shopeefood https://t.co/9bfqc0vkdb https://t.co/7s0mtke6mb,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
3997,Shopeefood astaghfirullahal'adzim.. Nyokap ngidam martabak tapi apk shopeenya error terus,shopeefood astaghfirullahal'adzim.. nyokap ngidam martabak tapi apk shopeenya error terus,shopeefood astaghfirullahaladzim nyokap ngidam martabak tapi apk shopeenya error terus,shopeefood astaghfirullahaladzim nyokap ngidam martabak tapi apakah shopeenya error terus,shopeefood astaghfirullahaladzim nyokap ngidam martabak shopeenya error,"['shopeefood', 'astaghfirullahaladzim', 'nyokap', 'ngidam', 'martabak', 'shopeenya', 'error']",0,negatif
3998,shopeefood mantep bgt diskonnya 👍,shopeefood mantep bgt diskonnya 👍,shopeefood mantep bgt diskonnya,shopeefood mantep begitu diskonnya,shopeefood mantep diskonnya,"['shopeefood', 'mantep', 'diskon']",1,positif
3999,driver shopeefood bdg pada kmn kalian??,driver shopeefood bdg pada kmn kalian??,driver shopeefood bdg pada kmn kalian,driver shopeefood bandung pada kemana kalian,driver shopeefood bandung kemana,"['driver', 'shopeefood', 'bandung', 'mana']",0,negatif
4000,@lolsubak mari beli makan di shopeefood bestieee😍,@lolsubak mari beli makan di shopeefood bestieee😍,mari beli makan di shopeefood bestieee,mari beli makan di shopeefood bestieee,mari beli makan shopeefood bestieee,"['mari', 'beli', 'makan', 'shopeefood', 'bestieee']",1,positif
4001,Makan Gratis Bareng Teman di ShopeeFood https://t.co/LdFgY3i4cx https://t.co/2RbLoE0kn7,makan gratis bareng teman di shopeefood https://t.co/ldfgy3i4cx https://t.co/2rbloe0kn7,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
4002,pak shopeefood nyasar ke mekah deh kayanya 😢,pak shopeefood nyasar ke mekah deh kayanya 😢,pak shopeefood nyasar ke mekah deh kayanya,bapak shopeefood nyasar ke mekah deh sepertinya,shopeefood nyasar mekah deh,"['shopeefood', 'nyasar', 'mekah', 'deh']",0,negatif
4003,Aneh banget order shopeefood 2x dibatalin gara gara gk nemu driver,aneh banget order shopeefood 2x dibatalin gara gara gk nemu driver,aneh banget order shopeefood x dibatalin gara gara gk nemu driver,aneh banget order shopeefood kali dibatalin gara gara tidak nemu driver,aneh banget order shopeefood kali dibatalin gara gara nemu driver,"['aneh', 'banget', 'order', 'shopeefood', 'kali', 'dibatalin', 'gara', 'gara', 'nemu', 'driver']",0,negatif
4004,Kenyang banget daritadi makan gofood shopeefood 😭 alhamdulillah ya allah 😭👍🏻,kenyang banget daritadi makan gofood shopeefood 😭 alhamdulillah ya allah 😭👍🏻,kenyang banget daritadi makan gofood shopeefood alhamdulillah ya allah,kenyang banget daritadi makan gofood shopeefood alhamdulillah ya allah,kenyang banget daritadi makan gofood shopeefood alhamdulillah allah,"['kenyang', 'banget', 'daritadi', 'makan', 'gofood', 'shopeefood', 'alhamdulillah', 'allah']",1,positif
4005,"Udah ngantuk tiba"" overthinking blm ngasih rating bapak shopeefood, mana hp di kamar emak lgi :"") Ya Allah","udah ngantuk tiba"" overthinking blm ngasih rating bapak shopeefood, mana hp di kamar emak lgi :"") ya allah",udah ngantuk tiba overthinking blm ngasih rating bapak shopeefood mana hp di kamar emak lgi ya allah,sudah ngantuk tiba overthinking belum memberi rating bapak shopeefood mana hp di kamar ibu lagi ya allah,ngantuk overthinking rating shopeefood hp kamar allah,"['ngantuk', 'overthinking', 'rating', 'shopeefood', 'hp', 'kamar', 'allah']",1,positif
4006,knpa gw ga laper yaa jdnya gabisa pesen shopeefood,knpa gw ga laper yaa jdnya gabisa pesen shopeefood,knpa gw ga laper yaa jdnya gabisa pesen shopeefood,knpa saya tidak laper ya jadinya tidak bisa pesan shopeefood,knpa laper pesan shopeefood,"['knpa', 'laper', 'pesan', 'shopeefood']",0,negatif
4007,Makanan shopeefood ku diambil orang ta ini???😭😭😭😣,makanan shopeefood ku diambil orang ta ini???😭😭😭😣,makanan shopeefood ku diambil orang ta ini,makanan shopeefood ku diambil orang ta ini,makanan shopeefood ku diambil orang ta,"['makan', 'shopeefood', 'ku', 'ambil', 'orang', 'ta']",0,negatif
4008,@titaxlxk0209 @NCTsmtown_127 @NCTsmtown Pengen beli Dimas di shopeefood mumpung ada gratis ongkir😭,@titaxlxk0209 @nctsmtown_127 @nctsmtown pengen beli dimas di shopeefood mumpung ada gratis ongkir😭,pengen beli dimas di shopeefood mumpung ada gratis ongkir,ingin beli dimas di shopeefood mumpung ada gratis ongkir,beli dimas shopeefood mumpung gratis ongkir,"['beli', 'mas', 'shopeefood', 'mumpung', 'gratis', 'ongkir']",1,positif
4009,@hugtaeoxo IYAAA AKU PAKE SHOPEEFOOD👍🏻👍🏻,@hugtaeoxo iyaaa aku pake shopeefood👍🏻👍🏻,iyaaa aku pake shopeefood,iya saya pakai shopeefood,iya pakai shopeefood,"['iya', 'pakai', 'shopeefood']",2,netral
4010,"malam ini uda kelar ujannya, tapi kok tidak kunjung menemukan driver shopeefood? uda ke-5 ini bund, why? @ShopeeID https://t.co/aSxnzmaB9y","malam ini uda kelar ujannya, tapi kok tidak kunjung menemukan driver shopeefood? uda ke-5 ini bund, why? @shopeeid https://t.co/asxnzmab9y",malam ini uda kelar ujannya tapi kok tidak kunjung menemukan driver shopeefood uda ke ini bund why,malam ini sudah selesai ujannya tapi kok tidak kunjung menemukan driver shopeefood sudah ke ini bund mengapa,malam selesai ujannya kunjung menemukan driver shopeefood bund,"['malam', 'selesai', 'ujannya', 'kunjung', 'temu', 'driver', 'shopeefood', 'bund']",1,positif
4011,"Dari td order shopeefood gaada yg pick up trs, ternyata pas searching di twt yg lain juga sama. Pada kemana sih drivernya☹ laperr https://t.co/JfzavLBB13","dari td order shopeefood gaada yg pick up trs, ternyata pas searching di twt yg lain juga sama. pada kemana sih drivernya☹ laperr https://t.co/jfzavlbb13",dari td order shopeefood gaada yg pick up trs ternyata pas searching di twt yg lain juga sama pada kemana sih drivernya laperr,dari td order shopeefood tidak ada yang pick up terus ternyata pas searching di twt yang lain juga sama pada kemana sih drivernya laperr,td order shopeefood pick pas searching twt kemana drivernya laperr,"['td', 'order', 'shopeefood', 'pick', 'pas', 'searching', 'twt', 'mana', 'drivernya', 'laperr']",1,positif
4012,Makan Gratis Bareng Teman di ShopeeFood https://t.co/2061BN2iGi https://t.co/1wW7BtpzoJ,makan gratis bareng teman di shopeefood https://t.co/2061bn2igi https://t.co/1ww7btpzoj,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
4013,"Selalu lali mateni shopeefood ,, diuring"" drivere neh 😌","selalu lali mateni shopeefood ,, diuring"" drivere neh 😌",selalu lali mateni shopeefood diuring drivere neh,selalu lali mateni shopeefood diuring drivere ini,lali mateni shopeefood diuring drivere,"['lali', 'mateni', 'shopeefood', 'uring', 'drivere']",0,negatif
4014,@happytosmerah Bisa ga ya pesen shopeefood tp yg nganterinnya kamu hahahahaha,@happytosmerah bisa ga ya pesen shopeefood tp yg nganterinnya kamu hahahahaha,bisa ga ya pesen shopeefood tp yg nganterinnya kamu hahahahaha,bisa tidak ya pesan shopeefood tapi yang nganterinnya kamu hahahahaha,pesan shopeefood nganterinnya hahahahaha,"['pesan', 'shopeefood', 'nganterinnya', 'hahahahaha']",1,positif
4015,"Beli shopeefood, hampir sejam gadapet driver. Eh pas dapet, tiba2 pesanan udah diterima . padahal belum menerima apapun gue woylay plis laper banget inii. Mana gaada nomor drivernya. Chat agen antri. Endingnya disuruh nunggu konfirmasi dari email. Hadeh @ShopeeID","beli shopeefood, hampir sejam gadapet driver. eh pas dapet, tiba2 pesanan udah diterima . padahal belum menerima apapun gue woylay plis laper banget inii. mana gaada nomor drivernya. chat agen antri. endingnya disuruh nunggu konfirmasi dari email. hadeh @shopeeid",beli shopeefood hampir sejam gadapet driver eh pas dapet tiba pesanan udah diterima padahal belum menerima apapun gue woylay plis laper banget inii mana gaada nomor drivernya chat agen antri endingnya disuruh nunggu konfirmasi dari email hadeh,beli shopeefood hampir sejam gadapet driver eh pas dapat tiba pesanan sudah diterima padahal belum menerima apapun saya woylay plis laper banget ini mana tidak ada nomor drivernya chat agen antri endingnya disuruh nunggu konfirmasi dari email aduh,beli shopeefood sejam gadapet driver eh pas pesanan diterima menerima apapun woylay plis laper banget nomor drivernya chat agen antri endingnya disuruh nunggu konfirmasi email aduh,"['beli', 'shopeefood', 'jam', 'gadapet', 'driver', 'eh', 'pas', 'pesan', 'terima', 'terima', 'apa', 'woylay', 'plis', 'laper', 'banget', 'nomor', 'drivernya', 'chat', 'agen', 'antri', 'endingnya', 'suruh', 'nunggu', 'konfirmasi', 'email', 'aduh']",1,positif
4016,pesen shopeefood jam set 8 dan sampe skrg belom nyampe 😃,pesen shopeefood jam set 8 dan sampe skrg belom nyampe 😃,pesen shopeefood jam set dan sampe skrg belom nyampe,pesan shopeefood jam set dan sampai sekarang belum sampai,pesan shopeefood jam set,"['pesan', 'shopeefood', 'jam', 'set']",1,positif
4017,"Promo 11.11 + hujan
Shopeefood ga ada obat ngawurnya cok","promo 11.11 + hujan
shopeefood ga ada obat ngawurnya cok",promo hujan shopeefood ga ada obat ngawurnya cok,promo hujan shopeefood tidak ada obat ngawurnya cok,promo hujan shopeefood obat ngawurnya cok,"['promo', 'hujan', 'shopeefood', 'obat', 'ngawurnya', 'cok']",1,positif
4018,@rrkdiendr Kopi soe😭 pake promo shopeefood skskssk😭,@rrkdiendr kopi soe😭 pake promo shopeefood skskssk😭,kopi soe pake promo shopeefood skskssk,kopi soe pakai promo shopeefood skskssk,kopi soe pakai promo shopeefood skskssk,"['kopi', 'soe', 'pakai', 'promo', 'shopeefood', 'skskssk']",0,negatif
4019,Makan Gratis Bareng Teman di ShopeeFood https://t.co/y2QtJfePEW https://t.co/xxWJllm8te,makan gratis bareng teman di shopeefood https://t.co/y2qtjfepew https://t.co/xxwjllm8te,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
4020,"@Donutbanana73 @arifnovianto_id Shopeefood kecil? Justru dia pemain terkuat.
Induk Shopee adalah Sea ltd perusahaan developer game. Laba dari game dipakai utk subsidi Shopee &amp; Shopeefood. Tanpa utang.

Sedangkan Gojek di awal operasional menggunakan uang dari investor alias berutang utk subsidi diskon.","@donutbanana73 @arifnovianto_id shopeefood kecil? justru dia pemain terkuat.
induk shopee adalah sea ltd perusahaan developer game. laba dari game dipakai utk subsidi shopee &amp; shopeefood. tanpa utang.

sedangkan gojek di awal operasional menggunakan uang dari investor alias berutang utk subsidi diskon.",id shopeefood kecil justru dia pemain terkuat induk shopee adalah sea ltd perusahaan developer game laba dari game dipakai utk subsidi shopee amp shopeefood tanpa utang sedangkan gojek di awal operasional menggunakan uang dari investor alias berutang utk subsidi diskon,id shopeefood kecil justru dia pemain terkuat induk shopee adalah sea ltd perusahaan developer game laba dari game dipakai untuk subsidi shopee amp shopeefood tanpa hutang sedangkan gojek di awal operasional menggunakan uang dari investor alias berutang untuk subsidi potongan harga,id shopeefood pemain terkuat induk shopee sea ltd perusahaan developer game laba game dipakai subsidi shopee shopeefood hutang gojek operasional uang investor alias berutang subsidi potongan harga,"['id', 'shopeefood', 'main', 'kuat', 'induk', 'shopee', 'sea', 'ltd', 'usaha', 'developer', 'game', 'laba', 'game', 'pakai', 'subsidi', 'shopee', 'shopeefood', 'hutang', 'gojek', 'operasional', 'uang', 'investor', 'alias', 'utang', 'subsidi', 'potong', 'harga']",1,positif
4021,@ShopeeID mau dipake buat co skincare dan kebutuhan sekolah di shopee mall sama belanja bulanan di shopee mart. Kalo masi nyisa boleh buat jajan2 di shopeefood. 😉 #NCT127FavoriteShopee #1111BigSaleTVShow #SemuaNontonShopee,@shopeeid mau dipake buat co skincare dan kebutuhan sekolah di shopee mall sama belanja bulanan di shopee mart. kalo masi nyisa boleh buat jajan2 di shopeefood. 😉 #nct127favoriteshopee #1111bigsaletvshow #semuanontonshopee,mau dipake buat co skincare dan kebutuhan sekolah di shopee mall sama belanja bulanan di shopee mart kalo masi nyisa boleh buat jajan di shopeefood,mau dipakai buat co skincare dan kebutuhan sekolah di shopee mall sama belanja bulanan di shopee mart kalau masih nyisa boleh buat jajan di shopeefood,dipakai co skincare kebutuhan sekolah shopee mall belanja bulanan shopee mart nyisa jajan shopeefood,"['pakai', 'co', 'skincare', 'butuh', 'sekolah', 'shopee', 'mall', 'belanja', 'bulan', 'shopee', 'mart', 'nyisa', 'jajan', 'shopeefood']",0,negatif
4022,Makan Gratis Bareng Teman di ShopeeFood https://t.co/gU1tgOnDaH https://t.co/BZzEJwAZwi,makan gratis bareng teman di shopeefood https://t.co/gu1tgondah https://t.co/bzzejwazwi,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
4023,"gue mau psen makan dah di shopeefood, sayang voucher nya","gue mau psen makan dah di shopeefood, sayang voucher nya",gue mau psen makan dah di shopeefood sayang voucher nya,saya mau psen makan sudah di shopeefood sayang voucher nya,psen makan shopeefood sayang voucher,"['psen', 'makan', 'shopeefood', 'sayang', 'voucher']",1,positif
4024,@ShopeeID mau dipake buat co skincare sama organizer di shopee mall sama belanja bulanan di shopee mart. Kalo masi nyisa boleh buat jajan2 di shopeefood. 😉 #NCT127FavoriteShopee #1111BigSaleTVShow #SemuaNontonShopee,@shopeeid mau dipake buat co skincare sama organizer di shopee mall sama belanja bulanan di shopee mart. kalo masi nyisa boleh buat jajan2 di shopeefood. 😉 #nct127favoriteshopee #1111bigsaletvshow #semuanontonshopee,mau dipake buat co skincare sama organizer di shopee mall sama belanja bulanan di shopee mart kalo masi nyisa boleh buat jajan di shopeefood,mau dipakai buat co skincare sama organizer di shopee mall sama belanja bulanan di shopee mart kalau masih nyisa boleh buat jajan di shopeefood,dipakai co skincare organizer shopee mall belanja bulanan shopee mart nyisa jajan shopeefood,"['pakai', 'co', 'skincare', 'organizer', 'shopee', 'mall', 'belanja', 'bulan', 'shopee', 'mart', 'nyisa', 'jajan', 'shopeefood']",1,positif
4025,@mindofseok APASIIIH SHOPEEFOOD TAPI GOJEK 😭😭😭,@mindofseok apasiiih shopeefood tapi gojek 😭😭😭,apasiiih shopeefood tapi gojek,apasiiih shopeefood tapi gojek,apasiiih shopeefood gojek,"['apasiiih', 'shopeefood', 'gojek']",2,netral
4026,@ShopeeID mau dipake buat co skincare di shopee mall sama belanja bulanan di shopee mart. Kalo masi nyisa boleh buat jajan2 di shopeefood. 😉 #NCT127FavoriteShopee #1111BigSaleTVShow #SemuaNontonShopee,@shopeeid mau dipake buat co skincare di shopee mall sama belanja bulanan di shopee mart. kalo masi nyisa boleh buat jajan2 di shopeefood. 😉 #nct127favoriteshopee #1111bigsaletvshow #semuanontonshopee,mau dipake buat co skincare di shopee mall sama belanja bulanan di shopee mart kalo masi nyisa boleh buat jajan di shopeefood,mau dipakai buat co skincare di shopee mall sama belanja bulanan di shopee mart kalau masih nyisa boleh buat jajan di shopeefood,dipakai co skincare shopee mall belanja bulanan shopee mart nyisa jajan shopeefood,"['pakai', 'co', 'skincare', 'shopee', 'mall', 'belanja', 'bulan', 'shopee', 'mart', 'nyisa', 'jajan', 'shopeefood']",1,positif
4027,Shopeefood knp gajelas bgt malem ini,shopeefood knp gajelas bgt malem ini,shopeefood knp gajelas bgt malem ini,shopeefood kenapa gajelas begitu malem ini,shopeefood gajelas malem,"['shopeefood', 'gajelas', 'malem']",0,negatif
4028,"Widiw, shopeefood baru ada di pdg, godaan banget emang","widiw, shopeefood baru ada di pdg, godaan banget emang",widiw shopeefood baru ada di pdg godaan banget emang,widiw shopeefood baru ada di pdg godaan banget memang,widiw shopeefood pdg godaan banget,"['widiw', 'shopeefood', 'pdg', 'goda', 'banget']",1,positif
4029,ini driver shopeefood kemana semua anjir,ini driver shopeefood kemana semua anjir,ini driver shopeefood kemana semua anjir,ini driver shopeefood kemana semua astaga,driver shopeefood kemana astaga,"['driver', 'shopeefood', 'mana', 'astaga']",1,positif
4030,"@spicyramennnn @ShopeeID Saran mending catat Driver yg nge cancel nya, terus report aja ke shopeefood","@spicyramennnn @shopeeid saran mending catat driver yg nge cancel nya, terus report aja ke shopeefood",saran mending catat driver yg nge cancel nya terus report aja ke shopeefood,saran mending catat driver yang nge cancel nya terus report aja ke shopeefood,saran mending catat driver nge cancel report shopeefood,"['saran', 'mending', 'catat', 'driver', 'nge', 'cancel', 'report', 'shopeefood']",1,positif
4031,"@ShopeeID Mau checkout ShopeeFood, Min.
Saya belum makan dari siang. #NCT127FavoriteShopee #1111BigSaleTVShow #SemuaNontonShopee","@shopeeid mau checkout shopeefood, min.
saya belum makan dari siang. #nct127favoriteshopee #1111bigsaletvshow #semuanontonshopee",mau checkout shopeefood min saya belum makan dari siang,mau checkout shopeefood minimal saya belum makan dari siang,checkout shopeefood minimal makan siang,"['checkout', 'shopeefood', 'minimal', 'makan', 'siang']",0,negatif
4032,@papaojol Pengen alokasiin buat shopeefood tapi takut malah jadi boros beli makan diluar terus hehe soslna diskon tiap hari kaaannn,@papaojol pengen alokasiin buat shopeefood tapi takut malah jadi boros beli makan diluar terus hehe soslna diskon tiap hari kaaannn,pengen alokasiin buat shopeefood tapi takut malah jadi boros beli makan diluar terus hehe soslna diskon tiap hari kaaannn,ingin alokasiin buat shopeefood tapi takut malah jadi boros beli makan diluar terus hehe soslna potongan harga setiap hari kaaannn,alokasiin shopeefood takut boros beli makan diluar soslna potongan harga kaaannn,"['alokasiin', 'shopeefood', 'takut', 'boros', 'beli', 'makan', 'luar', 'soslna', 'potong', 'harga', 'kaaannn']",2,netral
4033,@arorossy Sekitar jam 7 tadi aku order shopeefood bs mbak,@arorossy sekitar jam 7 tadi aku order shopeefood bs mbak,sekitar jam tadi aku order shopeefood bs mbak,sekitar jam tadi saya order shopeefood bisa mbak,jam order shopeefood mbak,"['jam', 'order', 'shopeefood', 'mbak']",2,netral
4034,"@papaojol Papi serius nanya, pake shopeefood ampir tiap hari kah?","@papaojol papi serius nanya, pake shopeefood ampir tiap hari kah?",papi serius nanya pake shopeefood ampir tiap hari kah,papi serius nanya pakai shopeefood ampir setiap hari kah,papi serius nanya pakai shopeefood ampir kah,"['papi', 'serius', 'nanya', 'pakai', 'shopeefood', 'ampir', 'kah']",0,negatif
4035,"Makan gratis bareng temen di shopeefood kosong banyak nih
https://t.co/LX1XzSZ5Jb","makan gratis bareng temen di shopeefood kosong banyak nih
https://t.co/lx1xzsz5jb",makan gratis bareng temen di shopeefood kosong banyak nih,makan gratis bersama teman di shopeefood kosong banyak ini,makan gratis teman shopeefood kosong,"['makan', 'gratis', 'teman', 'shopeefood', 'kosong']",1,positif
4036,Makan Gratis Bareng Teman di ShopeeFood https://t.co/MwbBR4fvdV https://t.co/ZybCOR2gGO,makan gratis bareng teman di shopeefood https://t.co/mwbbr4fvdv https://t.co/zybcor2ggo,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
4037,"baru balikk, tadi sibuk ngecek shopeefood","baru balikk, tadi sibuk ngecek shopeefood",baru balikk tadi sibuk ngecek shopeefood,baru balikk tadi sibuk ngecek shopeefood,balikk sibuk ngecek shopeefood,"['balikk', 'sibuk', 'ngecek', 'shopeefood']",1,positif
4038,Makan Gratis Bareng Teman di ShopeeFood https://t.co/ZhNTR3QzF9 https://t.co/C00hQm5fZS,makan gratis bareng teman di shopeefood https://t.co/zhntr3qzf9 https://t.co/c00hqm5fzs,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
4039,ini akun gue aja apa gimana sih shopeefood susah bgt cari drivernya,ini akun gue aja apa gimana sih shopeefood susah bgt cari drivernya,ini akun gue aja apa gimana sih shopeefood susah bgt cari drivernya,ini akun saya aja apa bagaimana sih shopeefood susah begitu cari drivernya,akun shopeefood susah cari drivernya,"['akun', 'shopeefood', 'susah', 'cari', 'drivernya']",0,negatif
4040,pacaran sama mas mas shopeefood dijamin gendud,pacaran sama mas mas shopeefood dijamin gendud,pacaran sama mas mas shopeefood dijamin gendud,pacaran sama mas mas shopeefood dijamin gendud,pacaran mas mas shopeefood dijamin gendud,"['pacar', 'mas', 'mas', 'shopeefood', 'jamin', 'gendud']",0,negatif
4041,"Sekiranya ngerugiin customer sama pihak @ShopeeID , udah mending gausah diadaiin promo aja. Percuma ada promo juga kalo drivernya pada gak mau ngambil orderan!!
#ShopeePromo1111 #Shopee #shopeefood #Bandung","sekiranya ngerugiin customer sama pihak @shopeeid , udah mending gausah diadaiin promo aja. percuma ada promo juga kalo drivernya pada gak mau ngambil orderan!!
#shopeepromo1111 #shopee #shopeefood #bandung",sekiranya ngerugiin customer sama pihak udah mending gausah diadaiin promo aja percuma ada promo juga kalo drivernya pada gak mau ngambil orderan,sekiranya merugikan customer sama pihak sudah mending tidak usah diadaiin promo aja percuma ada promo juga kalau drivernya pada tidak mau ngambil orderan,merugikan customer mending diadaiin promo promo drivernya ngambil orderan,"['rugi', 'customer', 'mending', 'diadaiin', 'promo', 'promo', 'drivernya', 'ngambil', 'order']",1,positif
4042,"Untuk para DRIVER SHOPEEFOOD  di Bandung. Kalian pada Niat narik gak sih? Giliran sepi aja pada ngeluh dan plenga plengo, giliran lagi ada promo orderan rame malah gak diambil. Saya dari tadi udah 4 kali dibatalin sistem pas order shopeefood. Bangke emang. Gimana ini @ShopeeID","untuk para driver shopeefood  di bandung. kalian pada niat narik gak sih? giliran sepi aja pada ngeluh dan plenga plengo, giliran lagi ada promo orderan rame malah gak diambil. saya dari tadi udah 4 kali dibatalin sistem pas order shopeefood. bangke emang. gimana ini @shopeeid",untuk para driver shopeefood di bandung kalian pada niat narik gak sih giliran sepi aja pada ngeluh dan plenga plengo giliran lagi ada promo orderan rame malah gak diambil saya dari tadi udah kali dibatalin sistem pas order shopeefood bangke emang gimana ini,untuk para driver shopeefood di bandung kalian pada niat narik tidak sih giliran sepi aja pada ngeluh dan plenga plengo giliran lagi ada promo orderan ramai malah tidak diambil saya dari tadi sudah kali dibatalin sistem pas order shopeefood bangke memang bagaimana ini,driver shopeefood bandung niat narik giliran sepi ngeluh plenga plengo giliran promo orderan ramai diambil kali dibatalin sistem pas order shopeefood bangke,"['driver', 'shopeefood', 'bandung', 'niat', 'narik', 'gilir', 'sepi', 'ngeluh', 'plenga', 'plengo', 'gilir', 'promo', 'order', 'ramai', 'ambil', 'kali', 'dibatalin', 'sistem', 'pas', 'order', 'shopeefood', 'bangke']",0,negatif
